State,Last_Update,Confirmed
Maine,2020-06-18,2836
Maryland,2020-06-18,62969
Massachusetts,2020-06-18,106151
Michigan,2020-06-18,66497
Minnesota,2020-06-18,31296
Mississippi,2020-06-18,20641
Missouri,2020-06-18,17069
Montana,2020-06-18,630
Nebraska,2020-06-18,17231
Nevada,2020-06-18,11854
New Hampshire,2020-06-18,5436
New Jersey,2020-06-18,167703
New Mexico,2020-06-18,10065
New York,2020-06-18,385142
North Carolina,2020-06-18,46934
North Dakota,2020-06-18,3166
Northern Mariana Islands,2020-06-18,30
Ohio,2020-06-18,42422
Oklahoma,2020-06-18,8904
Oregon,2020-06-18,6218
Pennsylvania,2020-06-18,84289
Puerto Rico,2020-06-18,6003
Rhode Island,2020-06-18,16213
South Carolina,2020-06-18,20556
South Dakota,2020-06-18,6050
Tennessee,2020-06-18,32114
Texas,2020-06-18,97926
Utah,2020-06-18,15344
Vermont,2020-06-18,1130
Virgin Islands,2020-06-18,73
Virginia,2020-06-18,55775
Washington,2020-06-18,26784
West Virginia,2020-06-18,2376
Wisconsin,2020-06-18,23456
Wyoming,2020-06-18,1114
Province_State,Last_Update,Confirmed
Alabama,2020-06-19,28676
Alaska,2020-06-19,707
American Samoa,2020-06-19,0
Arizona,2020-06-19,43445
Arkansas,2020-06-19,13928
California,2020-06-19,167086
Colorado,2020-06-19,29901
Connecticut,2020-06-19,45440
Delaware,2020-06-19,10499
Diamond Princess,2020-06-19,49
District of Columbia,2020-06-19,9903
Florida,2020-06-19,85926
Georgia,2020-06-19,60912
Grand Princess,2020-06-19,103
Guam,2020-06-19,192
Hawaii,2020-06-19,762
Idaho,2020-06-19,3743
Illinois,2020-06-19,134778
Indiana,2020-06-19,41438
Iowa,2020-06-19,24861
Kansas,2020-06-19,11753
Kentucky,2020-06-19,13197
Louisiana,2020-06-19,48634
Maine,2020-06-19,2878
Maryland,2020-06-19,63229
Massachusetts,2020-06-19,106422
Michigan,2020-06-19,66798
Minnesota,2020-06-19,31675
Mississippi,2020-06-19,20641
Missouri,2020-06-19,17371
Montana,2020-06-19,655
Nebraska,2020-06-19,17414
Nevada,2020-06-19,12169
New Hampshire,2020-06-19,5450
New Jersey,2020-06-19,168107
New Mexico,2020-06-19,10153
New York,2020-06-19,385760
North Carolina,2020-06-19,48167
North Dakota,2020-06-19,3193
Northern Mariana Islands,2020-06-19,30
Ohio,2020-06-19,43122
Oklahoma,2020-06-19,9355
Oregon,2020-06-19,6366
Pennsylvania,2020-06-19,84683
Puerto Rico,2020-06-19,6111
Rhode Island,2020-06-19,16269
South Carolina,2020-06-19,21533
South Dakota,2020-06-19,6109
Tennessee,2020-06-19,32770
Texas,2020-06-19,101417
Utah,2020-06-19,15839
Vermont,2020-06-19,1135
Virgin Islands,2020-06-19,73
Virginia,2020-06-19,56238
Washington,2020-06-19,27192
West Virginia,2020-06-19,2418
Wisconsin,2020-06-19,23876
Wyoming,2020-06-19,1144
Province_State,Last_Update,Confirmed
Alabama,2020-06-20,29225
Alaska,2020-06-20,720
American Samoa,2020-06-20,0
Arizona,2020-06-20,46910
Arkansas,2020-06-20,14631
California,2020-06-20,170862
Colorado,2020-06-20,30187
Connecticut,2020-06-20,45557
Delaware,2020-06-20,10611
Diamond Princess,2020-06-20,49
District of Columbia,2020-06-20,9952
Florida,2020-06-20,89748
Georgia,2020-06-20,62009
Grand Princess,2020-06-20,103
Guam,2020-06-20,200
Hawaii,2020-06-20,789
Idaho,2020-06-20,3871
Illinois,2020-06-20,135470
Indiana,2020-06-20,41746
Iowa,2020-06-20,25274
Kansas,2020-06-20,12021
Kentucky,2020-06-20,13454
Louisiana,2020-06-20,48515
Maine,2020-06-20,2913
Maryland,2020-06-20,63548
Massachusetts,2020-06-20,106650
Michigan,2020-06-20,67097
Minnesota,2020-06-20,32031
Mississippi,2020-06-20,20641
Missouri,2020-06-20,17667
Montana,2020-06-20,666
Nebraska,2020-06-20,17588
Nevada,2020-06-20,12524
New Hampshire,2020-06-20,5486
New Jersey,2020-06-20,168496
New Mexico,2020-06-20,10260
New York,2020-06-20,386556
North Carolina,2020-06-20,49785
North Dakota,2020-06-20,3226
Northern Mariana Islands,2020-06-20,30
Ohio,2020-06-20,43731
Oklahoma,2020-06-20,9707
Oregon,2020-06-20,6572
Pennsylvania,2020-06-20,85199
Puerto Rico,2020-06-20,6195
Rhode Island,2020-06-20,16337
South Carolina,2020-06-20,22608
South Dakota,2020-06-20,6158
Tennessee,2020-06-20,34017
Texas,2020-06-20,105537
Utah,2020-06-20,16425
Vermont,2020-06-20,1144
Virgin Islands,2020-06-20,73
Virginia,2020-06-20,56793
Washington,2020-06-20,27601
West Virginia,2020-06-20,2468
Wisconsin,2020-06-20,24154
Wyoming,2020-06-20,1173
Province_State,Last_Update,Confirmed
Alabama,2020-06-21,29683
Alaska,2020-06-21,741
American Samoa,2020-06-21,0
Arizona,2020-06-21,50127
Arkansas,2020-06-21,15142
California,2020-06-21,175213
Colorado,2020-06-21,30348
Connecticut,2020-06-21,45715
Delaware,2020-06-21,10681
Diamond Princess,2020-06-21,49
District of Columbia,2020-06-21,9984
Florida,2020-06-21,93797
Georgia,2020-06-21,63809
Grand Princess,2020-06-21,103
Guam,2020-06-21,222
Hawaii,2020-06-21,789
Idaho,2020-06-21,4004
Illinois,2020-06-21,136104
Indiana,2020-06-21,42061
Iowa,2020-06-21,25496
Kansas,2020-06-21,12097
Kentucky,2020-06-21,13630
Louisiana,2020-06-21,49385
Maine,2020-06-21,2938
Maryland,2020-06-21,63956
Massachusetts,2020-06-21,106936
Michigan,2020-06-21,67545
Minnesota,2020-06-21,32467
Mississippi,2020-06-21,20641
Missouri,2020-06-21,18056
Montana,2020-06-21,698
Nebraska,2020-06-21,17707
Nevada,2020-06-21,12976
New Hampshire,2020-06-21,5518
New Jersey,2020-06-21,168834
New Mexico,2020-06-21,10430
New York,2020-06-21,387272
North Carolina,2020-06-21,51390
North Dakota,2020-06-21,3251
Northern Mariana Islands,2020-06-21,30
Ohio,2020-06-21,44261
Oklahoma,2020-06-21,10038
Oregon,2020-06-21,6572
Pennsylvania,2020-06-21,85590
Puerto Rico,2020-06-21,6463
Rhode Island,2020-06-21,16337
South Carolina,2020-06-21,23756
South Dakota,2020-06-21,6225
Tennessee,2020-06-21,34446
Texas,2020-06-21,109703
Utah,2020-06-21,17068
Vermont,2020-06-21,1147
Virgin Islands,2020-06-21,73
Virginia,2020-06-21,57443
Washington,2020-06-21,28225
West Virginia,2020-06-21,2500
Wisconsin,2020-06-21,24539
Wyoming,2020-06-21,1179
Province_State,Last_Update,Confirmed
Alabama,2020-06-22,30122
Alaska,2020-06-22,752
American Samoa,2020-06-22,0
Arizona,2020-06-22,52591
Arkansas,2020-06-22,15561
California,2020-06-22,178546
Colorado,2020-06-22,30539
Connecticut,2020-06-22,45755
Delaware,2020-06-22,10775
Diamond Princess,2020-06-22,49
District of Columbia,2020-06-22,10020
Florida,2020-06-22,97291
Georgia,2020-06-22,64701
Grand Princess,2020-06-22,103
Guam,2020-06-22,222
Hawaii,2020-06-22,814
Idaho,2020-06-22,4006
Illinois,2020-06-22,136762
Indiana,2020-06-22,42423
Iowa,2020-06-22,25963
Kansas,2020-06-22,12136
Kentucky,2020-06-22,13750
Louisiana,2020-06-22,49778
Maine,2020-06-22,2957
Maryland,2020-06-22,64306
Massachusetts,2020-06-22,107061
Michigan,2020-06-22,67711
Minnesota,2020-06-22,32920
Mississippi,2020-06-22,20641
Missouri,2020-06-22,18459
Montana,2020-06-22,717
Nebraska,2020-06-22,17812
Nevada,2020-06-22,13240
New Hampshire,2020-06-22,5544
New Jersey,2020-06-22,169142
New Mexico,2020-06-22,10565
New York,2020-06-22,387936
North Carolina,2020-06-22,52801
North Dakota,2020-06-22,3288
Northern Mariana Islands,2020-06-22,30
Ohio,2020-06-22,44808
Oklahoma,2020-06-22,10516
Oregon,2020-06-22,6572
Pennsylvania,2020-06-22,85935
Puerto Rico,2020-06-22,6525
Rhode Island,2020-06-22,16337
South Carolina,2020-06-22,24661
South Dakota,2020-06-22,6297
Tennessee,2020-06-22,35102
Texas,2020-06-22,113014
Utah,2020-06-22,17462
Vermont,2020-06-22,1159
Virgin Islands,2020-06-22,76
Virginia,2020-06-22,57994
Washington,2020-06-22,28680
West Virginia,2020-06-22,2533
Wisconsin,2020-06-22,24819
Wyoming,2020-06-22,1197
Province_State,Last_Update,Confirmed
Alabama,2020-06-23,30771
Alaska,2020-06-23,758
American Samoa,2020-06-23,0
Arizona,2020-06-23,54599
Arkansas,2020-06-23,16083
California,2020-06-23,184765
Colorado,2020-06-23,30705
Connecticut,2020-06-23,45782
Delaware,2020-06-23,10820
Diamond Princess,2020-06-23,49
District of Columbia,2020-06-23,10058
Florida,2020-06-23,100217
Georgia,2020-06-23,65928
Grand Princess,2020-06-23,103
Guam,2020-06-23,222
Hawaii,2020-06-23,816
Idaho,2020-06-23,4256
Illinois,2020-06-23,137224
Indiana,2020-06-23,42633
Iowa,2020-06-23,26146
Kansas,2020-06-23,12428
Kentucky,2020-06-23,13839
Louisiana,2020-06-23,50239
Maine,2020-06-23,2971
Maryland,2020-06-23,64603
Massachusetts,2020-06-23,107210
Michigan,2020-06-23,67957
Minnesota,2020-06-23,33227
Mississippi,2020-06-23,22329
Missouri,2020-06-23,18592
Montana,2020-06-23,734
Nebraska,2020-06-23,17963
Nevada,2020-06-23,13528
New Hampshire,2020-06-23,5558
New Jersey,2020-06-23,169415
New Mexico,2020-06-23,10694
New York,2020-06-23,388488
North Carolina,2020-06-23,53964
North Dakota,2020-06-23,3313
Northern Mariana Islands,2020-06-23,30
Ohio,2020-06-23,45537
Oklahoma,2020-06-23,10734
Oregon,2020-06-23,7083
Pennsylvania,2020-06-23,86576
Puerto Rico,2020-06-23,6564
Rhode Island,2020-06-23,16459
South Carolina,2020-06-23,25666
South Dakota,2020-06-23,6326
Tennessee,2020-06-23,35553
Texas,2020-06-23,117863
Utah,2020-06-23,17906
Vermont,2020-06-23,1163
Virgin Islands,2020-06-23,76
Virginia,2020-06-23,58465
Washington,2020-06-23,28870
West Virginia,2020-06-23,2552
Wisconsin,2020-06-23,25068
Wyoming,2020-06-23,1230
Province_State,Last_Update,Confirmed
Alabama,2020-06-24,31889
Alaska,2020-06-24,760
American Samoa,2020-06-24,0
Arizona,2020-06-24,58378
Arkansas,2020-06-24,16678
California,2020-06-24,191477
Colorado,2020-06-24,30893
Connecticut,2020-06-24,45899
Delaware,2020-06-24,10847
Diamond Princess,2020-06-24,49
District of Columbia,2020-06-24,10094
Florida,2020-06-24,103503
Georgia,2020-06-24,67810
Grand Princess,2020-06-24,103
Guam,2020-06-24,225
Hawaii,2020-06-24,819
Idaho,2020-06-24,4254
Illinois,2020-06-24,137825
Indiana,2020-06-24,42871
Iowa,2020-06-24,26469
Kansas,2020-06-24,12537
Kentucky,2020-06-24,14141
Louisiana,2020-06-24,51595
Maine,2020-06-24,2996
Maryland,2020-06-24,65007
Massachusetts,2020-06-24,107439
Michigan,2020-06-24,68197
Minnesota,2020-06-24,33469
Mississippi,2020-06-24,22898
Missouri,2020-06-24,19005
Montana,2020-06-24,743
Nebraska,2020-06-24,18099
Nevada,2020-06-24,13528
New Hampshire,2020-06-24,5571
New Jersey,2020-06-24,169734
New Mexico,2020-06-24,10838
New York,2020-06-24,389085
North Carolina,2020-06-24,54639
North Dakota,2020-06-24,3320
Northern Mariana Islands,2020-06-24,30
Ohio,2020-06-24,46127
Oklahoma,2020-06-24,11031
Oregon,2020-06-24,7274
Pennsylvania,2020-06-24,87208
Puerto Rico,2020-06-24,6685
Rhode Island,2020-06-24,16533
South Carolina,2020-06-24,26572
South Dakota,2020-06-24,6353
Tennessee,2020-06-24,36303
Texas,2020-06-24,123061
Utah,2020-06-24,18300
Vermont,2020-06-24,1164
Virgin Islands,2020-06-24,76
Virginia,2020-06-24,58994
Washington,2020-06-24,29386
West Virginia,2020-06-24,2593
Wisconsin,2020-06-24,25331
Wyoming,2020-06-24,1254
Province_State,Last_Update,Confirmed
Alabama,2020-06-25,32878
Alaska,2020-06-25,789
American Samoa,2020-06-25,0
Arizona,2020-06-25,60190
Arkansas,2020-06-25,17375
California,2020-06-25,195925
Colorado,2020-06-25,31155
Connecticut,2020-06-25,45913
Delaware,2020-06-25,10889
Diamond Princess,2020-06-25,49
District of Columbia,2020-06-25,10128
Florida,2020-06-25,109014
Georgia,2020-06-25,69381
Grand Princess,2020-06-25,103
Guam,2020-06-25,226
Hawaii,2020-06-25,835
Idaho,2020-06-25,4402
Illinois,2020-06-25,138540
Indiana,2020-06-25,43140
Iowa,2020-06-25,26601
Kansas,2020-06-25,12930
Kentucky,2020-06-25,14363
Louisiana,2020-06-25,52477
Maine,2020-06-25,3017
Maryland,2020-06-25,65337
Massachusetts,2020-06-25,107611
Michigan,2020-06-25,68555
Minnesota,2020-06-25,33763
Mississippi,2020-06-25,23424
Missouri,2020-06-25,19123
Montana,2020-06-25,766
Nebraska,2020-06-25,18221
Nevada,2020-06-25,13528
New Hampshire,2020-06-25,5598
New Jersey,2020-06-25,169892
New Mexico,2020-06-25,10990
New York,2020-06-25,389666
North Carolina,2020-06-25,56527
North Dakota,2020-06-25,3362
Northern Mariana Islands,2020-06-25,30
Ohio,2020-06-25,46759
Oklahoma,2020-06-25,11510
Oregon,2020-06-25,7444
Pennsylvania,2020-06-25,87685
Puerto Rico,2020-06-25,6820
Rhode Island,2020-06-25,16606
South Carolina,2020-06-25,27897
South Dakota,2020-06-25,6419
Tennessee,2020-06-25,37235
Texas,2020-06-25,128320
Utah,2020-06-25,18784
Vermont,2020-06-25,1184
Virgin Islands,2020-06-25,76
Virginia,2020-06-25,59514
Washington,2020-06-25,29869
West Virginia,2020-06-25,2631
Wisconsin,2020-06-25,25763
Wyoming,2020-06-25,1282
Province_State,Last_Update,Confirmed
Alabama,2020-06-26,33880
Alaska,2020-06-26,813
American Samoa,2020-06-26,0
Arizona,2020-06-26,63281
Arkansas,2020-06-26,18062
California,2020-06-26,201112
Colorado,2020-06-26,31479
Connecticut,2020-06-26,45994
Delaware,2020-06-26,10980
Diamond Princess,2020-06-26,49
District of Columbia,2020-06-26,10159
Florida,2020-06-26,114018
Georgia,2020-06-26,71095
Grand Princess,2020-06-26,103
Guam,2020-06-26,231
Hawaii,2020-06-26,851
Idaho,2020-06-26,4865
Illinois,2020-06-26,139434
Indiana,2020-06-26,43655
Iowa,2020-06-26,27373
Kansas,2020-06-26,13107
Kentucky,2020-06-26,14617
Louisiana,2020-06-26,53415
Maine,2020-06-26,3070
Maryland,2020-06-26,65777
Massachusetts,2020-06-26,107837
Michigan,2020-06-26,68989
Minnesota,2020-06-26,34123
Mississippi,2020-06-26,24516
Missouri,2020-06-26,19637
Montana,2020-06-26,803
Nebraska,2020-06-26,18346
Nevada,2020-06-26,14859
New Hampshire,2020-06-26,5638
New Jersey,2020-06-26,170196
New Mexico,2020-06-26,11192
New York,2020-06-26,390415
North Carolina,2020-06-26,57472
North Dakota,2020-06-26,3393
Northern Mariana Islands,2020-06-26,30
Ohio,2020-06-26,47651
Oklahoma,2020-06-26,11948
Oregon,2020-06-26,7568
Pennsylvania,2020-06-26,88141
Puerto Rico,2020-06-26,6877
Rhode Island,2020-06-26,16640
South Carolina,2020-06-26,29022
South Dakota,2020-06-26,6479
Tennessee,2020-06-26,38034
Texas,2020-06-26,134752
Utah,2020-06-26,19374
Vermont,2020-06-26,1191
Virgin Islands,2020-06-26,80
Virginia,2020-06-26,59946
Washington,2020-06-26,30367
West Virginia,2020-06-26,2694
Wisconsin,2020-06-26,26227
Wyoming,2020-06-26,1326
Province_State,Last_Update,Confirmed
Alabama,2020-06-27,34903
Alaska,2020-06-27,833
American Samoa,2020-06-27,0
Arizona,2020-06-27,66659
Arkansas,2020-06-27,18740
California,2020-06-27,206844
Colorado,2020-06-27,31796
Connecticut,2020-06-27,46059
Delaware,2020-06-27,11017
Diamond Princess,2020-06-27,49
District of Columbia,2020-06-27,10185
Florida,2020-06-27,122960
Georgia,2020-06-27,72995
Grand Princess,2020-06-27,103
Guam,2020-06-27,247
Hawaii,2020-06-27,866
Idaho,2020-06-27,4865
Illinois,2020-06-27,140291
Indiana,2020-06-27,44140
Iowa,2020-06-27,27717
Kansas,2020-06-27,13462
Kentucky,2020-06-27,14859
Louisiana,2020-06-27,54769
Maine,2020-06-27,3102
Maryland,2020-06-27,66115
Massachusetts,2020-06-27,108070
Michigan,2020-06-27,69329
Minnesota,2020-06-27,34616
Mississippi,2020-06-27,25066
Missouri,2020-06-27,20216
Montana,2020-06-27,829
Nebraska,2020-06-27,18524
Nevada,2020-06-27,15240
New Hampshire,2020-06-27,5671
New Jersey,2020-06-27,170584
New Mexico,2020-06-27,11408
New York,2020-06-27,391220
North Carolina,2020-06-27,59158
North Dakota,2020-06-27,3421
Northern Mariana Islands,2020-06-27,30
Ohio,2020-06-27,48638
Oklahoma,2020-06-27,12347
Oregon,2020-06-27,7818
Pennsylvania,2020-06-27,88860
Puerto Rico,2020-06-27,6922
Rhode Island,2020-06-27,16661
South Carolina,2020-06-27,30335
South Dakota,2020-06-27,6535
Tennessee,2020-06-27,39444
Texas,2020-06-27,140383
Utah,2020-06-27,20050
Vermont,2020-06-27,1198
Virgin Islands,2020-06-27,81
Virginia,2020-06-27,60570
Washington,2020-06-27,30855
West Virginia,2020-06-27,2730
Wisconsin,2020-06-27,26747
Wyoming,2020-06-27,1368
Province_State,Last_Update,Confirmed
Alabama,2020-06-28,35083
Alaska,2020-06-28,851
American Samoa,2020-06-28,0
Arizona,2020-06-28,70124
Arkansas,2020-06-28,19310
California,2020-06-28,210584
Colorado,2020-06-28,32022
Connecticut,2020-06-28,46206
Delaware,2020-06-28,11091
Diamond Princess,2020-06-28,49
District of Columbia,2020-06-28,10216
Florida,2020-06-28,132545
Georgia,2020-06-28,74985
Grand Princess,2020-06-28,103
Guam,2020-06-28,247
Hawaii,2020-06-28,872
Idaho,2020-06-28,5322
Illinois,2020-06-28,141077
Indiana,2020-06-28,44575
Iowa,2020-06-28,28073
Kansas,2020-06-28,13617
Kentucky,2020-06-28,15167
Louisiana,2020-06-28,54769
Maine,2020-06-28,3154
Maryland,2020-06-28,66450
Massachusetts,2020-06-28,108443
Michigan,2020-06-28,69679
Minnesota,2020-06-28,35033
Mississippi,2020-06-28,25531
Missouri,2020-06-28,20572
Montana,2020-06-28,852
Nebraska,2020-06-28,18775
Nevada,2020-06-28,16339
New Hampshire,2020-06-28,5717
New Jersey,2020-06-28,170873
New Mexico,2020-06-28,11619
New York,2020-06-28,391923
North Carolina,2020-06-28,60812
North Dakota,2020-06-28,3458
Northern Mariana Islands,2020-06-28,30
Ohio,2020-06-28,49455
Oklahoma,2020-06-28,12646
Oregon,2020-06-28,8094
Pennsylvania,2020-06-28,89446
Puerto Rico,2020-06-28,7066
Rhode Island,2020-06-28,16661
South Carolina,2020-06-28,31939
South Dakota,2020-06-28,6626
Tennessee,2020-06-28,40172
Texas,2020-06-28,145944
Utah,2020-06-28,20628
Vermont,2020-06-28,1200
Virgin Islands,2020-06-28,81
Virginia,2020-06-28,61247
Washington,2020-06-28,31404
West Virginia,2020-06-28,2782
Wisconsin,2020-06-28,27286
Wyoming,2020-06-28,1392
Province_State,Last_Update,Confirmed
Alabama,2020-06-29,36503
Alaska,2020-06-29,880
American Samoa,2020-06-29,0
Arizona,2020-06-29,73920
Arkansas,2020-06-29,19818
California,2020-06-29,215296
Colorado,2020-06-29,32307
Connecticut,2020-06-29,46303
Delaware,2020-06-29,11226
Diamond Princess,2020-06-29,49
District of Columbia,2020-06-29,10248
Florida,2020-06-29,141075
Georgia,2020-06-29,77210
Grand Princess,2020-06-29,103
Guam,2020-06-29,247
Hawaii,2020-06-29,899
Idaho,2020-06-29,5322
Illinois,2020-06-29,141723
Indiana,2020-06-29,44930
Iowa,2020-06-29,28520
Kansas,2020-06-29,13847
Kentucky,2020-06-29,15232
Louisiana,2020-06-29,56236
Maine,2020-06-29,3191
Maryland,2020-06-29,66777
Massachusetts,2020-06-29,108667
Michigan,2020-06-29,69946
Minnesota,2020-06-29,35549
Mississippi,2020-06-29,25892
Missouri,2020-06-29,20689
Montana,2020-06-29,863
Nebraska,2020-06-29,18899
Nevada,2020-06-29,17160
New Hampshire,2020-06-29,5747
New Jersey,2020-06-29,171182
New Mexico,2020-06-29,11809
New York,2020-06-29,392539
North Carolina,2020-06-29,62248
North Dakota,2020-06-29,3495
Northern Mariana Islands,2020-06-29,30
Ohio,2020-06-29,50309
Oklahoma,2020-06-29,12947
Oregon,2020-06-29,8341
Pennsylvania,2020-06-29,89863
Puerto Rico,2020-06-29,7189
Rhode Island,2020-06-29,16661
South Carolina,2020-06-29,33320
South Dakota,2020-06-29,6681
Tennessee,2020-06-29,40172
Texas,2020-06-29,150865
Utah,2020-06-29,21100
Vermont,2020-06-29,1202
Virgin Islands,2020-06-29,81
Virginia,2020-06-29,61736
Washington,2020-06-29,31752
West Virginia,2020-06-29,2832
Wisconsin,2020-06-29,27743
Wyoming,2020-06-29,1417
Province_State,Last_Update,Confirmed
Alabama,2020-06-30,37589
Alaska,2020-06-30,901
American Samoa,2020-06-30,0
Arizona,2020-06-30,74545
Arkansas,2020-06-30,20257
California,2020-06-30,223646
Colorado,2020-06-30,32511
Connecticut,2020-06-30,46362
Delaware,2020-06-30,11376
Diamond Princess,2020-06-30,49
District of Columbia,2020-06-30,10292
Florida,2020-06-30,146341
Georgia,2020-06-30,79417
Grand Princess,2020-06-30,103
Guam,2020-06-30,253
Hawaii,2020-06-30,900
Idaho,2020-06-30,5752
Illinois,2020-06-30,142461
Indiana,2020-06-30,45228
Iowa,2020-06-30,28845
Kansas,2020-06-30,14209
Kentucky,2020-06-30,15347
Louisiana,2020-06-30,57081
Maine,2020-06-30,3219
Maryland,2020-06-30,67254
Massachusetts,2020-06-30,108768
