State,Last_Update,Confirmed
New Hampshire,2020-10-15,9349
New Jersey,2020-10-15,216023
New Mexico,2020-10-15,34290
New York,2020-10-15,477940
North Carolina,2020-10-15,236407
North Dakota,2020-10-15,28947
Northern Mariana Islands,2020-10-15,77
Ohio,2020-10-15,173665
Oklahoma,2020-10-15,102615
Oregon,2020-10-15,38160
Pennsylvania,2020-10-15,180935
Puerto Rico,2020-10-15,55516
Rhode Island,2020-10-15,27164
South Carolina,2020-10-15,159809
South Dakota,2020-10-15,30215
Tennessee,2020-10-15,220538
Texas,2020-10-15,839559
Utah,2020-10-15,88963
Vermont,2020-10-15,1889
Virgin Islands,2020-10-15,1328
Virginia,2020-10-15,161610
Washington,2020-10-15,95509
West Virginia,2020-10-15,18823
Wisconsin,2020-10-15,158578
Wyoming,2020-10-15,8177
Province_State,Last_Update,Confirmed
Alabama,2020-10-16,169845
Alaska,2020-10-16,10323
American Samoa,2020-10-16,0
Arizona,2020-10-16,228748
Arkansas,2020-10-16,96524
California,2020-10-16,868148
Colorado,2020-10-16,81918
Connecticut,2020-10-16,62028
Delaware,2020-10-16,22560
Diamond Princess,2020-10-16,49
District of Columbia,2020-10-16,16166
Florida,2020-10-16,744988
Georgia,2020-10-16,336241
Grand Princess,2020-10-16,103
Guam,2020-10-16,3427
Hawaii,2020-10-16,13764
Idaho,2020-10-16,50610
Illinois,2020-10-16,334651
Indiana,2020-10-16,141212
Iowa,2020-10-16,104056
Kansas,2020-10-16,72294
Kentucky,2020-10-16,84195
Louisiana,2020-10-16,173864
Maine,2020-10-16,5834
Maryland,2020-10-16,133548
Massachusetts,2020-10-16,141579
Michigan,2020-10-16,156913
Minnesota,2020-10-16,117106
Mississippi,2020-10-16,108139
Missouri,2020-10-16,152662
Montana,2020-10-16,20933
Nebraska,2020-10-16,55428
Nevada,2020-10-16,87969
New Hampshire,2020-10-16,9426
New Jersey,2020-10-16,216994
New Mexico,2020-10-16,34958
New York,2020-10-16,479400
North Carolina,2020-10-16,238939
North Dakota,2020-10-16,29653
Northern Mariana Islands,2020-10-16,80
Ohio,2020-10-16,175843
Oklahoma,2020-10-16,103836
Oregon,2020-10-16,38525
Pennsylvania,2020-10-16,182486
Puerto Rico,2020-10-16,56085
Rhode Island,2020-10-16,27438
South Carolina,2020-10-16,161106
South Dakota,2020-10-16,31012
Tennessee,2020-10-16,222827
Texas,2020-10-16,844484
Utah,2020-10-16,90461
Vermont,2020-10-16,1903
Virgin Islands,2020-10-16,1329
Virginia,2020-10-16,162941
Washington,2020-10-16,96185
West Virginia,2020-10-16,19084
Wisconsin,2020-10-16,162325
Wyoming,2020-10-16,8375
Province_State,Last_Update,Confirmed
Alabama,2020-10-17,171157
Alaska,2020-10-17,10549
American Samoa,2020-10-17,0
Arizona,2020-10-17,229486
Arkansas,2020-10-17,97539
California,2020-10-17,871253
Colorado,2020-10-17,83230
Connecticut,2020-10-17,62830
Delaware,2020-10-17,22724
Diamond Princess,2020-10-17,49
District of Columbia,2020-10-17,16255
Florida,2020-10-17,748437
Georgia,2020-10-17,337850
Grand Princess,2020-10-17,103
Guam,2020-10-17,3538
Hawaii,2020-10-17,13853
Idaho,2020-10-17,51704
Illinois,2020-10-17,339757
Indiana,2020-10-17,143495
Iowa,2020-10-17,105746
Kansas,2020-10-17,72531
Kentucky,2020-10-17,85506
Louisiana,2020-10-17,174638
Maine,2020-10-17,5863
Maryland,2020-10-17,134329
Massachusetts,2020-10-17,142346
Michigan,2020-10-17,159119
Minnesota,2020-10-17,119396
Mississippi,2020-10-17,109255
Missouri,2020-10-17,154923
Montana,2020-10-17,21595
Nebraska,2020-10-17,56714
Nevada,2020-10-17,88685
New Hampshire,2020-10-17,9514
New Jersey,2020-10-17,217804
New Mexico,2020-10-17,35770
New York,2020-10-17,481107
North Carolina,2020-10-17,241623
North Dakota,2020-10-17,30517
Northern Mariana Islands,2020-10-17,80
Ohio,2020-10-17,177991
Oklahoma,2020-10-17,105308
Oregon,2020-10-17,38935
Pennsylvania,2020-10-17,184165
Puerto Rico,2020-10-17,56412
Rhode Island,2020-10-17,27691
South Carolina,2020-10-17,162253
South Dakota,2020-10-17,31805
Tennessee,2020-10-17,223493
Texas,2020-10-17,850489
Utah,2020-10-17,91957
Vermont,2020-10-17,1915
Virgin Islands,2020-10-17,1329
Virginia,2020-10-17,164124
Washington,2020-10-17,96894
West Virginia,2020-10-17,19586
Wisconsin,2020-10-17,166186
Wyoming,2020-10-17,8665
Province_State,Last_Update,Confirmed
Alabama,2020-10-18,172137
Alaska,2020-10-18,10760
American Samoa,2020-10-18,0
Arizona,2020-10-18,230459
Arkansas,2020-10-18,98422
California,2020-10-18,873614
Colorado,2020-10-18,84369
Connecticut,2020-10-18,62830
Delaware,2020-10-18,22942
Diamond Princess,2020-10-18,49
District of Columbia,2020-10-18,16334
Florida,2020-10-18,752481
Georgia,2020-10-18,339384
Grand Princess,2020-10-18,103
Guam,2020-10-18,3538
Hawaii,2020-10-18,13949
Idaho,2020-10-18,52582
Illinois,2020-10-18,343386
Indiana,2020-10-18,145977
Iowa,2020-10-18,106698
Kansas,2020-10-18,72649
Kentucky,2020-10-18,86797
Louisiana,2020-10-18,174638
Maine,2020-10-18,5912
Maryland,2020-10-18,135127
Massachusetts,2020-10-18,142930
Michigan,2020-10-18,161105
Minnesota,2020-10-18,121090
Mississippi,2020-10-18,110006
Missouri,2020-10-18,157108
Montana,2020-10-18,22225
Nebraska,2020-10-18,57332
Nevada,2020-10-18,89652
New Hampshire,2020-10-18,9625
New Jersey,2020-10-18,218738
New Mexico,2020-10-18,36343
New York,2020-10-18,482891
North Carolina,2020-10-18,243725
North Dakota,2020-10-18,31261
Northern Mariana Islands,2020-10-18,86
Ohio,2020-10-18,180225
Oklahoma,2020-10-18,106468
Oregon,2020-10-18,39315
Pennsylvania,2020-10-18,185668
Puerto Rico,2020-10-18,56650
Rhode Island,2020-10-18,27691
South Carolina,2020-10-18,163214
South Dakota,2020-10-18,32611
Tennessee,2020-10-18,226139
Texas,2020-10-18,855549
Utah,2020-10-18,93297
Vermont,2020-10-18,1926
Virgin Islands,2020-10-18,1335
Virginia,2020-10-18,165238
Washington,2020-10-18,97671
West Virginia,2020-10-18,19805
Wisconsin,2020-10-18,166186
Wyoming,2020-10-18,8816
Province_State,Last_Update,Confirmed
Alabama,2020-10-19,173002
Alaska,2020-10-19,10980
American Samoa,2020-10-19,0
Arizona,2020-10-19,231149
Arkansas,2020-10-19,99066
California,2020-10-19,875692
Colorado,2020-10-19,85302
Connecticut,2020-10-19,62830
Delaware,2020-10-19,23093
Diamond Princess,2020-10-19,49
District of Columbia,2020-10-19,16370
Florida,2020-10-19,755020
Georgia,2020-10-19,340558
Grand Princess,2020-10-19,103
Guam,2020-10-19,3538
Hawaii,2020-10-19,14031
Idaho,2020-10-19,53092
Illinois,2020-10-19,347631
Indiana,2020-10-19,147582
Iowa,2020-10-19,107334
Kansas,2020-10-19,74235
Kentucky,2020-10-19,87607
Louisiana,2020-10-19,175781
Maine,2020-10-19,5937
Maryland,2020-10-19,135657
Massachusetts,2020-10-19,143660
Michigan,2020-10-19,161105
Minnesota,2020-10-19,122812
Mississippi,2020-10-19,110006
Missouri,2020-10-19,158955
Montana,2020-10-19,22821
Nebraska,2020-10-19,58068
Nevada,2020-10-19,90261
New Hampshire,2020-10-19,9625
New Jersey,2020-10-19,219647
New Mexico,2020-10-19,36788
New York,2020-10-19,484281
North Carolina,2020-10-19,246028
North Dakota,2020-10-19,31978
Northern Mariana Islands,2020-10-19,86
Ohio,2020-10-19,181787
Oklahoma,2020-10-19,107299
Oregon,2020-10-19,39532
Pennsylvania,2020-10-19,186754
Puerto Rico,2020-10-19,57293
Rhode Island,2020-10-19,27691
South Carolina,2020-10-19,163990
South Dakota,2020-10-19,33269
Tennessee,2020-10-19,228744
Texas,2020-10-19,861169
Utah,2020-10-19,94394
Vermont,2020-10-19,1937
Virgin Islands,2020-10-19,1335
Virginia,2020-10-19,166138
Washington,2020-10-19,98201
West Virginia,2020-10-19,20081
Wisconsin,2020-10-19,166186
Wyoming,2020-10-19,9025
Province_State,Last_Update,Confirmed
Alabama,2020-10-20,174078
Alaska,2020-10-20,11182
American Samoa,2020-10-20,0
Arizona,2020-10-20,231897
Arkansas,2020-10-20,99597
California,2020-10-20,879645
Colorado,2020-10-20,86374
Connecticut,2020-10-20,64021
Delaware,2020-10-20,23196
Diamond Princess,2020-10-20,49
District of Columbia,2020-10-20,16395
Florida,2020-10-20,756727
Georgia,2020-10-20,341310
Grand Princess,2020-10-20,103
Guam,2020-10-20,3756
Hawaii,2020-10-20,14068
Idaho,2020-10-20,53790
Illinois,2020-10-20,350744
Indiana,2020-10-20,149166
Iowa,2020-10-20,108060
Kansas,2020-10-20,74691
Kentucky,2020-10-20,88247
Louisiana,2020-10-20,175982
Maine,2020-10-20,5961
Maryland,2020-10-20,136154
Massachusetts,2020-10-20,144488
Michigan,2020-10-20,164123
Minnesota,2020-10-20,124439
Mississippi,2020-10-20,110592
Missouri,2020-10-20,160437
Montana,2020-10-20,23390
Nebraska,2020-10-20,58817
Nevada,2020-10-20,90843
New Hampshire,2020-10-20,9746
New Jersey,2020-10-20,221205
New Mexico,2020-10-20,37302
New York,2020-10-20,485279
North Carolina,2020-10-20,247172
North Dakota,2020-10-20,32637
Northern Mariana Islands,2020-10-20,86
Ohio,2020-10-20,183624
Oklahoma,2020-10-20,108073
Oregon,2020-10-20,39794
Pennsylvania,2020-10-20,188381
Puerto Rico,2020-10-20,57950
Rhode Island,2020-10-20,28347
South Carolina,2020-10-20,164609
South Dakota,2020-10-20,33836
Tennessee,2020-10-20,232061
Texas,2020-10-20,864317
Utah,2020-10-20,95562
Vermont,2020-10-20,1946
Virgin Islands,2020-10-20,1335
Virginia,2020-10-20,166828
Washington,2020-10-20,98661
West Virginia,2020-10-20,20293
Wisconsin,2020-10-20,183142
Wyoming,2020-10-20,9311
Province_State,Last_Update,Confirmed
Alabama,2020-10-21,175210
Alaska,2020-10-21,11391
American Samoa,2020-10-21,0
Arizona,2020-10-21,232937
Arkansas,2020-10-21,100441
California,2020-10-21,883746
Colorado,2020-10-21,87582
Connecticut,2020-10-21,64455
Delaware,2020-10-21,23325
Diamond Princess,2020-10-21,49
District of Columbia,2020-10-21,16445
Florida,2020-10-21,760389
Georgia,2020-10-21,342438
Grand Princess,2020-10-21,103
Guam,2020-10-21,3886
Hawaii,2020-10-21,14156
Idaho,2020-10-21,54663
Illinois,2020-10-21,354457
Indiana,2020-10-21,150664
Iowa,2020-10-21,109202
Kansas,2020-10-21,76048
Kentucky,2020-10-21,89544
Louisiana,2020-10-21,176681
Maine,2020-10-21,5987
Maryland,2020-10-21,136744
Massachusetts,2020-10-21,145464
Michigan,2020-10-21,165994
Minnesota,2020-10-21,125531
Mississippi,2020-10-21,111322
Missouri,2020-10-21,161849
Montana,2020-10-21,24093
Nebraska,2020-10-21,59409
Nevada,2020-10-21,91499
New Hampshire,2020-10-21,9828
New Jersey,2020-10-21,222193
New Mexico,2020-10-21,37896
New York,2020-10-21,486480
North Carolina,2020-10-21,248750
North Dakota,2020-10-21,33666
Northern Mariana Islands,2020-10-21,88
Ohio,2020-10-21,185639
Oklahoma,2020-10-21,109548
Oregon,2020-10-21,40136
Pennsylvania,2020-10-21,189970
Puerto Rico,2020-10-21,58643
Rhode Island,2020-10-21,28649
South Carolina,2020-10-21,165493
South Dakota,2020-10-21,34457
Tennessee,2020-10-21,233569
Texas,2020-10-21,869721
Utah,2020-10-21,96643
Vermont,2020-10-21,1956
Virgin Islands,2020-10-21,1337
Virginia,2020-10-21,167754
Washington,2020-10-21,99150
West Virginia,2020-10-21,20520
Wisconsin,2020-10-21,187828
Wyoming,2020-10-21,9526
Province_State,Last_Update,Confirmed
Alabama,2020-10-22,176605
Alaska,2020-10-22,11602
American Samoa,2020-10-22,0
Arizona,2020-10-22,233912
Arkansas,2020-10-22,101596
California,2020-10-22,886939
Colorado,2020-10-22,88849
Connecticut,2020-10-22,64871
Delaware,2020-10-22,23375
Diamond Princess,2020-10-22,49
District of Columbia,2020-10-22,16498
Florida,2020-10-22,762533
Georgia,2020-10-22,343750
Grand Princess,2020-10-22,103
Guam,2020-10-22,3968
Hawaii,2020-10-22,14233
Idaho,2020-10-22,55650
Illinois,2020-10-22,358799
Indiana,2020-10-22,152396
Iowa,2020-10-22,110250
Kansas,2020-10-22,76464
Kentucky,2020-10-22,90996
Louisiana,2020-10-22,177399
Maine,2020-10-22,6024
Maryland,2020-10-22,137236
Massachusetts,2020-10-22,146166
Michigan,2020-10-22,167872
Minnesota,2020-10-22,126591
Mississippi,2020-10-22,112123
Missouri,2020-10-22,163275
Montana,2020-10-22,24712
Nebraska,2020-10-22,60308
Nevada,2020-10-22,92064
New Hampshire,2020-10-22,9917
New Jersey,2020-10-22,223223
New Mexico,2020-10-22,38715
New York,2020-10-22,488506
North Carolina,2020-10-22,250592
North Dakota,2020-10-22,34165
Northern Mariana Islands,2020-10-22,88
Ohio,2020-10-22,188005
Oklahoma,2020-10-22,110855
Oregon,2020-10-22,40443
Pennsylvania,2020-10-22,191333
Puerto Rico,2020-10-22,58830
Rhode Island,2020-10-22,29123
South Carolina,2020-10-22,166357
South Dakota,2020-10-22,35044
Tennessee,2020-10-22,235861
Texas,2020-10-22,876563
Utah,2020-10-22,98006
Vermont,2020-10-22,1971
Virgin Islands,2020-10-22,1337
Virginia,2020-10-22,168772
Washington,2020-10-22,99874
West Virginia,2020-10-22,20735
Wisconsin,2020-10-22,192191
Wyoming,2020-10-22,9848
Province_State,Last_Update,Confirmed
Alabama,2020-10-23,180437
Alaska,2020-10-23,11835
American Samoa,2020-10-23,0
Arizona,2020-10-23,234906
Arkansas,2020-10-23,102798
California,2020-10-23,893364
Colorado,2020-10-23,90222
Connecticut,2020-10-23,65373
Delaware,2020-10-23,23528
Diamond Princess,2020-10-23,49
District of Columbia,2020-10-23,16537
Florida,2020-10-23,768091
Georgia,2020-10-23,345535
Grand Princess,2020-10-23,103
Guam,2020-10-23,4056
Hawaii,2020-10-23,14335
Idaho,2020-10-23,56600
Illinois,2020-10-23,363740
Indiana,2020-10-23,155246
Iowa,2020-10-23,111733
Kansas,2020-10-23,77905
Kentucky,2020-10-23,92299
Louisiana,2020-10-23,178171
Maine,2020-10-23,6063
Maryland,2020-10-23,137979
Massachusetts,2020-10-23,147215
Michigan,2020-10-23,170076
Minnesota,2020-10-23,128152
Mississippi,2020-10-23,113081
Missouri,2020-10-23,165210
Montana,2020-10-23,25640
Nebraska,2020-10-23,61285
Nevada,2020-10-23,92853
New Hampshire,2020-10-23,9994
New Jersey,2020-10-23,224385
New Mexico,2020-10-23,39377
New York,2020-10-23,490134
North Carolina,2020-10-23,252992
North Dakota,2020-10-23,35052
Northern Mariana Islands,2020-10-23,88
Ohio,2020-10-23,190430
Oklahoma,2020-10-23,112483
Oregon,2020-10-23,40443
Pennsylvania,2020-10-23,193401
Puerto Rico,2020-10-23,59037
Rhode Island,2020-10-23,29594
South Carolina,2020-10-23,167485
South Dakota,2020-10-23,36017
Tennessee,2020-10-23,237907
Texas,2020-10-23,879260
Utah,2020-10-23,99549
Vermont,2020-10-23,1987
Virgin Islands,2020-10-23,1343
Virginia,2020-10-23,170104
Washington,2020-10-23,100525
West Virginia,2020-10-23,21057
Wisconsin,2020-10-23,195823
Wyoming,2020-10-23,10119
Province_State,Last_Update,Confirmed
Alabama,2020-10-24,182567
Alaska,2020-10-24,12113
American Samoa,2020-10-24,0
Arizona,2020-10-24,235882
Arkansas,2020-10-24,104135
California,2020-10-24,898799
Colorado,2020-10-24,91572
Connecticut,2020-10-24,66052
Delaware,2020-10-24,23687
Diamond Princess,2020-10-24,49
District of Columbia,2020-10-24,16609
Florida,2020-10-24,771780
Georgia,2020-10-24,347759
Grand Princess,2020-10-24,103
Guam,2020-10-24,4141
Hawaii,2020-10-24,14464
Idaho,2020-10-24,57673
Illinois,2020-10-24,368740
Indiana,2020-10-24,157713
Iowa,2020-10-24,113376
Kansas,2020-10-24,78333
Kentucky,2020-10-24,93748
Louisiana,2020-10-24,178870
Maine,2020-10-24,6094
Maryland,2020-10-24,138691
Massachusetts,2020-10-24,148285
Michigan,2020-10-24,172122
Minnesota,2020-10-24,129863
Mississippi,2020-10-24,113876
Missouri,2020-10-24,167193
Montana,2020-10-24,26503
Nebraska,2020-10-24,62510
Nevada,2020-10-24,93665
New Hampshire,2020-10-24,10112
New Jersey,2020-10-24,225430
New Mexico,2020-10-24,40168
New York,2020-10-24,491771
North Carolina,2020-10-24,255708
North Dakota,2020-10-24,35939
Northern Mariana Islands,2020-10-24,88
Ohio,2020-10-24,192948
Oklahoma,2020-10-24,113856
Oregon,2020-10-24,41348
Pennsylvania,2020-10-24,195655
Puerto Rico,2020-10-24,60984
Rhode Island,2020-10-24,30118
South Carolina,2020-10-24,168549
South Dakota,2020-10-24,37202
Tennessee,2020-10-24,241513
Texas,2020-10-24,886529
Utah,2020-10-24,101509
Vermont,2020-10-24,2016
Virgin Islands,2020-10-24,1346
Virginia,2020-10-24,171284
Washington,2020-10-24,101345
West Virginia,2020-10-24,21393
Wisconsin,2020-10-24,200466
Wyoming,2020-10-24,10545
Province_State,Last_Update,Confirmed
Alabama,2020-10-25,183831
Alaska,2020-10-25,12485
American Samoa,2020-10-25,0
Arizona,2020-10-25,236772
Arkansas,2020-10-25,105318
California,2020-10-25,903684
Colorado,2020-10-25,93400
Connecticut,2020-10-25,66052
Delaware,2020-10-25,23847
Diamond Princess,2020-10-25,49
District of Columbia,2020-10-25,16706
Florida,2020-10-25,776251
Georgia,2020-10-25,349605
Grand Princess,2020-10-25,103
Guam,2020-10-25,4141
Hawaii,2020-10-25,14553
Idaho,2020-10-25,58694
Illinois,2020-10-25,374901
Indiana,2020-10-25,160454
Iowa,2020-10-25,114836
Kansas,2020-10-25,78405
Kentucky,2020-10-25,95480
Louisiana,2020-10-25,178870
Maine,2020-10-25,6136
Maryland,2020-10-25,139487
Massachusetts,2020-10-25,149488
Michigan,2020-10-25,175612
Minnesota,2020-10-25,132122
Mississippi,2020-10-25,115088
Missouri,2020-10-25,169829
Montana,2020-10-25,27142
Nebraska,2020-10-25,63215
Nevada,2020-10-25,94812
New Hampshire,2020-10-25,10238
New Jersey,2020-10-25,227339
New Mexico,2020-10-25,41040
New York,2020-10-25,493832
North Carolina,2020-10-25,258292
North Dakota,2020-10-25,36874
Northern Mariana Islands,2020-10-25,88
Ohio,2020-10-25,195806
Oklahoma,2020-10-25,115685
Oregon,2020-10-25,41739
Pennsylvania,2020-10-25,197370
Puerto Rico,2020-10-25,61280
Rhode Island,2020-10-25,30118
South Carolina,2020-10-25,169341
South Dakota,2020-10-25,38141
Tennessee,2020-10-25,244087
Texas,2020-10-25,896331
Utah,2020-10-25,103117
Vermont,2020-10-25,2043
Virgin Islands,2020-10-25,1346
Virginia,2020-10-25,172372
Washington,2020-10-25,102264
West Virginia,2020-10-25,21716
Wisconsin,2020-10-25,205139
Wyoming,2020-10-25,10805
Province_State,Last_Update,Confirmed
Alabama,2020-10-26,184723
Alaska,2020-10-26,13008
American Samoa,2020-10-26,0
Arizona,2020-10-26,238163
Arkansas,2020-10-26,106115
California,2020-10-26,906596
Colorado,2020-10-26,95089
Connecticut,2020-10-26,66052
Delaware,2020-10-26,23961
Diamond Princess,2020-10-26,49
District of Columbia,2020-10-26,16767
Florida,2020-10-26,778636
Georgia,2020-10-26,350923
Grand Princess,2020-10-26,103
Guam,2020-10-26,4141
Hawaii,2020-10-26,14672
Idaho,2020-10-26,59344
Illinois,2020-10-26,378958
Indiana,2020-10-26,162607
Iowa,2020-10-26,116238
Kansas,2020-10-26,80229
Kentucky,2020-10-26,96942
Louisiana,2020-10-26,179842
Maine,2020-10-26,6199
Maryland,2020-10-26,140279
Massachusetts,2020-10-26,150565
Michigan,2020-10-26,175612
Minnesota,2020-10-26,133802
Mississippi,2020-10-26,115088
Missouri,2020-10-26,171796
Montana,2020-10-26,27880
Nebraska,2020-10-26,63797
Nevada,2020-10-26,95703
New Hampshire,2020-10-26,10328
New Jersey,2020-10-26,228468
New Mexico,2020-10-26,41863
New York,2020-10-26,495464
North Carolina,2020-10-26,260099
North Dakota,2020-10-26,37719
Northern Mariana Islands,2020-10-26,88
Ohio,2020-10-26,198115
Oklahoma,2020-10-26,116736
Oregon,2020-10-26,42101
Pennsylvania,2020-10-26,198713
Puerto Rico,2020-10-26,62503
Rhode Island,2020-10-26,30118
South Carolina,2020-10-26,170678
South Dakota,2020-10-26,39203
Tennessee,2020-10-26,247587
Texas,2020-10-26,899976
Utah,2020-10-26,104882
Vermont,2020-10-26,2073
Virgin Islands,2020-10-26,1346
Virginia,2020-10-26,173371
Washington,2020-10-26,102913
West Virginia,2020-10-26,21907
Wisconsin,2020-10-26,208917
Wyoming,2020-10-26,11041
Province_State,Last_Update,Confirmed
Alabama,2020-10-27,185938
Alaska,2020-10-27,13356
American Samoa,2020-10-27,0
Arizona,2020-10-27,238964
Arkansas,2020-10-27,106727
California,2020-10-27,910438
Colorado,2020-10-27,97300
Connecticut,2020-10-27,68099
Delaware,2020-10-27,24168
Diamond Princess,2020-10-27,49
District of Columbia,2020-10-27,16812
Florida,2020-10-27,782013
Georgia,2020-10-27,351881
Grand Princess,2020-10-27,103
Guam,2020-10-27,4336
Hawaii,2020-10-27,14709
Idaho,2020-10-27,60041
Illinois,2020-10-27,383687
Indiana,2020-10-27,164581
Iowa,2020-10-27,117198
Kansas,2020-10-27,80632
Kentucky,2020-10-27,97866
Louisiana,2020-10-27,180069
Maine,2020-10-27,6251
Maryland,2020-10-27,140844
Massachusetts,2020-10-27,151777
Michigan,2020-10-27,179669
Minnesota,2020-10-27,135372
Mississippi,2020-10-27,115763
Missouri,2020-10-27,173514
Montana,2020-10-27,28501
Nebraska,2020-10-27,64499
Nevada,2020-10-27,96178
New Hampshire,2020-10-27,10397
New Jersey,2020-10-27,229684
New Mexico,2020-10-27,42586
New York,2020-10-27,496655
North Carolina,2020-10-27,261742
North Dakota,2020-10-27,38241
Northern Mariana Islands,2020-10-27,92
Ohio,2020-10-27,200231
Oklahoma,2020-10-27,117399
Oregon,2020-10-27,42436
Pennsylvania,2020-10-27,201248
Puerto Rico,2020-10-27,63135
Rhode Island,2020-10-27,31024
South Carolina,2020-10-27,171501
South Dakota,2020-10-27,39741
Tennessee,2020-10-27,249866
Texas,2020-10-27,906605
Utah,2020-10-27,106083
Vermont,2020-10-27,2083
Virgin Islands,2020-10-27,1348
Virginia,2020-10-27,174275
Washington,2020-10-27,103500
West Virginia,2020-10-27,22224
Wisconsin,2020-10-27,211928
Wyoming,2020-10-27,11477
Province_State,Last_Update,Confirmed
Alabama,2020-10-28,187267
Alaska,2020-10-28,14798
American Samoa,2020-10-28,0
Arizona,2020-10-28,240122
Arkansas,2020-10-28,107679
California,2020-10-28,914888
Colorado,2020-10-28,98733
Connecticut,2020-10-28,68637
Delaware,2020-10-28,24249
Diamond Princess,2020-10-28,49
District of Columbia,2020-10-28,16906
Florida,2020-10-28,786311
Georgia,2020-10-28,353372
Grand Princess,2020-10-28,103
Guam,2020-10-28,4418
Hawaii,2020-10-28,14773
Idaho,2020-10-28,60923
Illinois,2020-10-28,387687
Indiana,2020-10-28,166564
Iowa,2020-10-28,118563
Kansas,2020-10-28,83361
Kentucky,2020-10-28,99637
Louisiana,2020-10-28,180991
Maine,2020-10-28,6309
Maryland,2020-10-28,141741
Massachusetts,2020-10-28,153037
Michigan,2020-10-28,182344
Minnesota,2020-10-28,137536
Mississippi,2020-10-28,116617
Missouri,2020-10-28,175130
Montana,2020-10-28,29346
Nebraska,2020-10-28,65376
Nevada,2020-10-28,96908
New Hampshire,2020-10-28,10530
New Jersey,2020-10-28,231331
New Mexico,2020-10-28,43169
New York,2020-10-28,498646
North Carolina,2020-10-28,263883
North Dakota,2020-10-28,39130
Northern Mariana Islands,2020-10-28,92
Ohio,2020-10-28,202740
Oklahoma,2020-10-28,118409
Oregon,2020-10-28,42808
Pennsylvania,2020-10-28,203520
Puerto Rico,2020-10-28,63497
Rhode Island,2020-10-28,31445
South Carolina,2020-10-28,172579
South Dakota,2020-10-28,40730
Tennessee,2020-10-28,251774
Texas,2020-10-28,913255
Utah,2020-10-28,107228
Vermont,2020-10-28,2113
Virgin Islands,2020-10-28,1351
Virginia,2020-10-28,175409
Washington,2020-10-28,104027
West Virginia,2020-10-28,22710
Wisconsin,2020-10-28,217429
Wyoming,2020-10-28,11806
Province_State,Last_Update,Confirmed
Alabama,2020-10-29,188775
Alaska,2020-10-29,15155
American Samoa,2020-10-29,0
Arizona,2020-10-29,241165
Arkansas,2020-10-29,108640
California,2020-10-29,919276
Colorado,2020-10-29,100208
Connecticut,2020-10-29,69127
Delaware,2020-10-29,24392
Diamond Princess,2020-10-29,49
District of Columbia,2020-10-29,16973
Florida,2020-10-29,790426
Georgia,2020-10-29,355025
Grand Princess,2020-10-29,103
Guam,2020-10-29,4466
Hawaii,2020-10-29,14834
Idaho,2020-10-29,61785
Illinois,2020-10-29,393797
Indiana,2020-10-29,169112
Iowa,2020-10-29,120635
Kansas,2020-10-29,83685
Kentucky,2020-10-29,101494
Louisiana,2020-10-29,181443
Maine,2020-10-29,6386
Maryland,2020-10-29,142425
Massachusetts,2020-10-29,154218
Michigan,2020-10-29,185934
Minnesota,2020-10-29,139444
Mississippi,2020-10-29,117617
Missouri,2020-10-29,177319
Montana,2020-10-29,29966
Nebraska,2020-10-29,66545
Nevada,2020-10-29,97479
New Hampshire,2020-10-29,10641
New Jersey,2020-10-29,232997
New Mexico,2020-10-29,43826
New York,2020-10-29,500677
North Carolina,2020-10-29,266136
North Dakota,2020-10-29,39907
Northern Mariana Islands,2020-10-29,92
Ohio,2020-10-29,205347
Oklahoma,2020-10-29,119152
Oregon,2020-10-29,43228
Pennsylvania,2020-10-29,205852
Puerto Rico,2020-10-29,63587
Rhode Island,2020-10-29,31944
South Carolina,2020-10-29,173491
South Dakota,2020-10-29,42000
Tennessee,2020-10-29,254220
Texas,2020-10-29,920506
Utah,2020-10-29,108803
Vermont,2020-10-29,2120
Virgin Islands,2020-10-29,1353
Virginia,2020-10-29,176754
Washington,2020-10-29,104743
West Virginia,2020-10-29,23067
Wisconsin,2020-10-29,221559
Wyoming,2020-10-29,12146
Province_State,Last_Update,Confirmed
Alabama,2020-10-30,190113
Alaska,2020-10-30,15522
American Samoa,2020-10-30,0
Arizona,2020-10-30,242480
Arkansas,2020-10-30,109712
California,2020-10-30,923648
Colorado,2020-10-30,102014
Connecticut,2020-10-30,70446
Delaware,2020-10-30,24553
Diamond Princess,2020-10-30,49
District of Columbia,2020-10-30,17074
Florida,2020-10-30,794624
Georgia,2020-10-30,356848
Grand Princess,2020-10-30,103
Guam,2020-10-30,4549
Hawaii,2020-10-30,14911
Idaho,2020-10-30,62746
Illinois,2020-10-30,400159
Indiana,2020-10-30,172730
Iowa,2020-10-30,122950
Kansas,2020-10-30,86438
Kentucky,2020-10-30,103305
Louisiana,2020-10-30,181837
Maine,2020-10-30,6466
Maryland,2020-10-30,143387
Massachusetts,2020-10-30,155564
Michigan,2020-10-30,190043
Minnesota,2020-10-30,142311
Mississippi,2020-10-30,118587
Missouri,2020-10-30,177707
Montana,2020-10-30,30853
Nebraska,2020-10-30,68150
Nevada,2020-10-30,98552
New Hampshire,2020-10-30,10768
New Jersey,2020-10-30,234547
New Mexico,2020-10-30,44904
New York,2020-10-30,503176
North Carolina,2020-10-30,269021
North Dakota,2020-10-30,41130
Northern Mariana Islands,2020-10-30,92
Ohio,2020-10-30,208937
Oklahoma,2020-10-30,120193
Oregon,2020-10-30,43793
